Passenger_ID,Passenger_Full_Name,Gender,Age,Customer_Type,Travel_Purpose,Cabin_Class,Origin_Destination_Route,Booking_Channel,Flight_Distance_KM,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Fare,Seat_Comfort_Rating,Food_Service_Rating,Online_Booking_Experience,Flight_Status,Passenger_Satisfaction
AXP100531,Gregory Grant,Male,55.0,Returning,Education, Economy,DEL-PNQ,Corporate Portal,3171,133,180.0,"₹12,567",4,3.0,5,Delayed,Neutral
AXP100532,Ariel Bailey,female,48.0,First-Time,Education, Economy,DEL-DEL,Travel Agent,954,3,31.0,"₹20,203",1,3.0,2,Cancelled,Dissatisfied
AXP100533,Michele Johnson,F,24.0,Returning,Personal,Economy,COK-BOM,Travel Agent,4330,107,65.0,"₹40,998",4,3.0,3,On Time,Neutral
AXP100534,Debbie Powell,M,58.0,Returning,Medical,Economy,MAA-BLR,Corporate Portal,4740,114,186.0,"₹10,325",5,3.0,5,Delayed,Neutral
AXP100535,Sharon Cook,M,69.0,Returning,Personal,Business ,BLR-CCU,Travel Agent,552,28,115.0,"₹14,072",4,5.0,3,Delayed,Dissatisfied
AXP100536,Michael Brown,F,63.0,First-Time,Medical,Economy,BLR-MAA,Travel Agent,1102,58,137.0,"₹27,016",4,5.0,4,Delayed,Neutral
AXP100537,Amy Beard,F,54.0,First-Time,Education, Economy,CCU-CCU,Corporate Portal,4088,124,129.0,"₹30,059",2,1.0,2,On Time,Neutral
AXP100538,Jaime Levine,F,44.0,Returning,Medical,Business,PNQ-BOM,Website,358,97,,"₹25,271",5,2.0,5,Delayed,Satisfied
AXP100539,Kimberly Byrd,female,57.0,Returning,Medical,Business ,HYD-AMD,Travel Agent,2177,16,59.0,"₹12,302",4,2.0,4,Cancelled,Satisfied
AXP100540,Jill Reed,Male,70.0,First-Time,Business,Business,PNQ-GOI,Travel Agent,1156,106,16.0,"₹18,929",4,4.0,1,On Time,Satisfied
AXP100541,Donna Dickerson,male,41.0,First-Time,Business, Economy,BOM-BOM,Travel Agent,2271,42,95.0,"₹34,627",5,5.0,4,Cancelled,Dissatisfied
AXP100542,Sheena Campbell,female,50.0,Returning,Business,Business,BOM-DEL,Corporate Portal,603,79,143.0,"₹16,768",5,3.0,3,Delayed,Neutral
AXP100543,Larry Cisneros,male,65.0,Returning,Personal,Business ,GOI-PNQ,Website,4811,161,15.0,"₹20,334",1,3.0,2,Cancelled,Dissatisfied
AXP100544,Andrew Schmidt,Female,40.0,First-Time,Medical,Economy,GOI-HYD,Travel Agent,2979,7,45.0,"₹9,365",2,4.0,2,On Time,Satisfied
AXP100545,Miranda Schneider,M,39.0,First-Time,Education, Economy,COK-GOI,Website,1587,140,166.0,"₹24,628",5,2.0,4,On Time,Neutral
AXP100546,Seth Bean,female,28.0,Returning,Medical,First,BOM-HYD,Mobile App,3653,105,158.0,"₹7,854",5,3.0,1,On Time,Satisfied
AXP100547,Mike Miller,female,75.0,First-Time,Medical,Business ,COK-MAA,Corporate Portal,1155,7,106.0,"₹33,031",3,2.0,3,On Time,Neutral
AXP100548,Derek Buchanan,Female,73.0,Returning,Business,Economy,COK-MAA,Mobile App,1912,95,87.0,"₹35,215",5,,4,On Time,Neutral
AXP100549,Ryan Matthews,female,22.0,Returning,Personal,Business,BLR-COK,Mobile App,4903,93,128.0,"₹19,038",2,2.0,4,On Time,Neutral
AXP100550,Stacey Harris,male,72.0,First-Time,Education, Economy,MAA-AMD,Travel Agent,1473,64,138.0,"₹20,039",4,2.0,2,On Time,Satisfied
AXP100551,Abigail Ford,female,51.0,First-Time,Education,First,BOM-DEL,Corporate Portal,4011,170,118.0,"₹25,442",4,2.0,3,Delayed,Neutral
AXP100552,Adam Young,F,60.0,Returning,Business,First,COK-CCU,Website,2825,38,84.0,"₹22,352",4,3.0,1,On Time,Neutral
AXP100553,Melissa Vega,female,35.0,First-Time,Education,Economy,GOI-MAA,Mobile App,2582,80,3.0,"₹32,142",4,1.0,2,On Time,Satisfied
AXP100554,Carrie Crawford,M,16.0,Returning,Medical,Business,PNQ-MAA,Corporate Portal,1641,83,70.0,"₹24,670",3,5.0,4,Cancelled,Neutral
AXP100555,Autumn Munoz,male,23.0,First-Time,Medical,Business ,COK-MAA,Travel Agent,3179,87,153.0,"₹32,515",5,2.0,2,On Time,Neutral
AXP100556,John Myers,M,79.0,Returning,Business,Business ,HYD-PNQ,Mobile App,1997,85,110.0,"₹19,903",4,2.0,2,On Time,Satisfied
AXP100557,Faith Petersen,Female,,First-Time,Personal,First,COK-DEL,Website,4590,92,49.0,"₹40,239",1,2.0,5,On Time,Neutral
AXP100558,Gary Martin,female,31.0,Returning,Medical,Business ,HYD-PNQ,Mobile App,4209,85,139.0,"₹21,041",4,1.0,2,On Time,Satisfied
AXP100559,Madison Bowen,male,29.0,Returning,Personal, Economy,GOI-CCU,Corporate Portal,1594,43,94.0,"₹41,956",5,4.0,2,Cancelled,Neutral
AXP100560,Ashley Wallace,Female,27.0,First-Time,Personal, Economy,GOI-MAA,Website,4481,136,91.0,"₹5,342",4,3.0,3,On Time,Neutral
AXP100561,Michelle Horne,M,66.0,First-Time,Education,Business,MAA-BLR,Travel Agent,1469,164,64.0,"₹12,176",3,1.0,2,Cancelled,Neutral
AXP100562,Michael Day,Male,38.0,First-Time,Medical,Economy,PNQ-MAA,Corporate Portal,4932,73,46.0,"₹12,700",2,2.0,1,Delayed,Dissatisfied
AXP100563,Anthony Robinson,F,30.0,First-Time,Education,Business,BLR-GOI,Mobile App,3914,35,180.0,"₹37,195",2,,4,Cancelled,Satisfied
AXP100564,Kevin Russell,Female,43.0,Returning,Business,Economy,BLR-GOI,Travel Agent,729,100,105.0,"₹21,902",5,1.0,3,On Time,Neutral
AXP100565,Joseph Gibson,female,49.0,Returning,Medical,Economy,COK-MAA,Travel Agent,3823,155,198.0,"₹4,700",2,1.0,2,On Time,Neutral
AXP100566,Jimmy Hammond,M,,Returning,Business,Economy,HYD-GOI,Travel Agent,3158,169,,"₹17,484",2,4.0,1,Cancelled,Satisfied
AXP100567,Wesley Ruiz,female,47.0,First-Time,Education,Business,CCU-HYD,Corporate Portal,3114,170,105.0,"₹27,304",1,5.0,4,Cancelled,Neutral
AXP100568,Amy Smith,male,38.0,Returning,Education,First,HYD-GOI,Corporate Portal,3791,169,23.0,"₹39,932",5,,3,Delayed,Satisfied
AXP100569,Ethan Richardson,Female,78.0,First-Time,Education, Economy,MAA-BOM,Travel Agent,2347,103,3.0,"₹26,771",5,4.0,1,Cancelled,Dissatisfied
AXP100570,Patrick Mcdaniel,female,37.0,Returning,Medical,Economy,DEL-BLR,Travel Agent,4773,65,107.0,"₹22,085",2,4.0,2,Delayed,Satisfied
AXP100571,Dustin Maldonado,M,66.0,First-Time,Education,First,MAA-COK,Mobile App,3569,54,18.0,"₹23,097",2,5.0,5,Cancelled,Neutral
AXP100572,Paul Sims,female,40.0,Returning,Business,Business,BLR-GOI,Website,1139,175,153.0,"₹13,374",2,4.0,5,On Time,Satisfied
AXP100573,Erika Orozco,Male,73.0,First-Time,Personal, Economy,CCU-BOM,Travel Agent,725,90,39.0,"₹40,200",3,1.0,3,Cancelled,Dissatisfied
AXP100574,Jaime Dominguez,Female,78.0,Returning,Medical,Business,DEL-MAA,Website,201,21,49.0,"₹44,542",4,1.0,1,On Time,Neutral
AXP100575,Michele Gregory,M,77.0,Returning,Business,Business ,CCU-PNQ,Corporate Portal,574,100,170.0,"₹22,971",3,2.0,4,On Time,Dissatisfied
AXP100576,Charles Carter,Female,76.0,Returning,Medical,First,BOM-HYD,Corporate Portal,2540,154,74.0,"₹34,148",5,4.0,1,Cancelled,Neutral
AXP100577,Michael Bowers,female,37.0,First-Time,Education,Economy,BOM-AMD,Travel Agent,4205,120,194.0,"₹31,826",1,2.0,5,On Time,Satisfied
AXP100578,Daniel Cook,M,73.0,First-Time,Medical,Business,CCU-AMD,Travel Agent,3252,92,11.0,"₹22,325",4,3.0,3,On Time,Satisfied
AXP100579,Jacqueline Odonnell,F,73.0,Returning,Education,Economy,AMD-MAA,Website,4848,107,194.0,"₹13,121",1,1.0,2,Cancelled,Satisfied
AXP100580,Samuel Herrera,M,37.0,Returning,Business,First,BOM-MAA,Website,2565,140,26.0,"₹11,424",5,3.0,1,On Time,Satisfied
AXP100581,Brandon Ruiz,M,64.0,First-Time,Business,First,COK-MAA,Corporate Portal,1725,172,,"₹12,602",5,5.0,5,On Time,Dissatisfied
AXP100582,Donna Herrera,M,67.0,First-Time,Personal, Economy,CCU-DEL,Mobile App,4676,9,181.0,"₹42,809",1,1.0,4,On Time,Satisfied
AXP100583,Kimberly Jennings,male,57.0,First-Time,Education,Business ,COK-DEL,Corporate Portal,1846,8,193.0,"₹22,158",1,3.0,3,Cancelled,Satisfied
AXP100584,Jodi Rios,M,21.0,Returning,Personal,Business ,BOM-HYD,Mobile App,213,154,48.0,"₹28,180",1,5.0,2,On Time,Dissatisfied
AXP100585,Haley Snyder,F,30.0,Returning,Business,Business,PNQ-AMD,Travel Agent,4799,33,143.0,"₹19,862",5,3.0,1,On Time,Neutral
AXP100586,Cynthia Orr,Male,69.0,First-Time,Education,Business,CCU-DEL,Mobile App,2478,128,129.0,"₹44,730",2,5.0,4,Delayed,Neutral
AXP100587,Kenneth Charles,F,58.0,Returning,Personal, Economy,PNQ-BLR,Travel Agent,3355,159,59.0,"₹17,936",1,5.0,2,Cancelled,Satisfied
AXP100588,Jessica Watson,Male,,First-Time,Medical,First,MAA-AMD,Corporate Portal,329,88,181.0,"₹4,835",4,1.0,5,On Time,Dissatisfied
AXP100589,Vincent Gardner,female,52.0,Returning,Medical,First,DEL-COK,Travel Agent,4014,92,29.0,"₹16,871",5,2.0,5,On Time,Dissatisfied
AXP100590,Jenny Wood,male,48.0,First-Time,Business,First,CCU-MAA,Website,3416,70,83.0,"₹41,222",3,5.0,4,On Time,Satisfied
AXP100591,Ethan Henderson,male,23.0,First-Time,Business, Economy,GOI-PNQ,Travel Agent,3138,66,165.0,"₹22,854",3,5.0,5,Cancelled,Satisfied
AXP100592,Brandon West DDS,male,68.0,Returning,Personal,Economy,CCU-DEL,Website,4128,147,27.0,"₹12,723",4,1.0,3,On Time,Satisfied
AXP100593,Henry Thomas,Male,75.0,First-Time,Personal,Business ,HYD-COK,Corporate Portal,2240,116,24.0,"₹41,288",2,2.0,4,Delayed,Neutral
AXP100594,Kimberly Young,F,59.0,First-Time,Personal,Economy,BLR-GOI,Website,227,93,95.0,"₹3,790",1,,5,Delayed,Satisfied
AXP100595,Donald Riley,Female,59.0,Returning,Education,First,AMD-CCU,Mobile App,2313,162,,"₹20,001",5,4.0,1,Cancelled,Satisfied
AXP100596,Jamie Lopez,male,20.0,Returning,Medical,Business ,GOI-HYD,Travel Agent,1452,98,9.0,"₹26,865",1,2.0,5,Cancelled,Satisfied
AXP100597,Ashley Nguyen,Male,54.0,First-Time,Education,Business,DEL-COK,Website,4556,112,187.0,"₹36,331",5,3.0,3,On Time,Neutral
AXP100598,Amy Ross,female,19.0,Returning,Education, Economy,MAA-PNQ,Website,2246,102,41.0,"₹36,870",3,1.0,2,Delayed,Neutral
AXP100599,Kenneth Owens,F,21.0,First-Time,Personal,Business,DEL-BOM,Corporate Portal,4755,90,39.0,"₹29,597",1,2.0,2,On Time,Dissatisfied
AXP100600,Christopher Thompson,male,60.0,First-Time,Medical, Economy,BLR-BLR,Travel Agent,4223,89,76.0,"₹34,258",4,4.0,5,Cancelled,Dissatisfied
AXP100601,Cody White,M,47.0,Returning,Personal,Business ,MAA-COK,Website,4596,16,104.0,"₹43,531",2,5.0,2,Delayed,Dissatisfied
AXP100602,Heather English,F,67.0,Returning,Medical,Business ,DEL-DEL,Corporate Portal,3574,17,117.0,"₹14,167",4,4.0,5,Cancelled,Neutral
AXP100603,Matthew Burton,Male,45.0,Returning,Medical, Economy,HYD-AMD,Travel Agent,3666,172,41.0,"₹25,558",2,5.0,3,Cancelled,Dissatisfied
AXP100604,Andrew Herrera,Female,62.0,Returning,Personal,First,BOM-PNQ,Website,3281,115,46.0,"₹13,215",1,1.0,2,On Time,Dissatisfied
AXP100605,Jennifer Paul,Female,50.0,First-Time,Business,Business,COK-CCU,Website,3978,92,164.0,"₹41,478",1,5.0,1,Delayed,Satisfied
AXP100606,Matthew Wheeler,Female,70.0,First-Time,Education, Economy,AMD-PNQ,Travel Agent,829,90,21.0,"₹35,839",2,2.0,5,Delayed,Satisfied
AXP100607,Erica Davis,M,55.0,First-Time,Medical,Economy,GOI-BOM,Mobile App,469,81,184.0,"₹23,597",3,5.0,2,Cancelled,Satisfied
AXP100608,Emily Yang,F,67.0,Returning,Personal,First,PNQ-DEL,Travel Agent,2839,67,106.0,"₹37,297",5,3.0,3,Cancelled,Neutral
AXP100609,Joshua Jones,male,,Returning,Education,Business,COK-GOI,Travel Agent,2193,113,26.0,"₹27,534",4,2.0,3,Cancelled,Neutral
AXP100610,Derrick Wright,F,28.0,First-Time,Education,Business,PNQ-MAA,Mobile App,3091,0,40.0,"₹27,771",4,1.0,1,On Time,Satisfied
AXP100611,Ashley Roy,Female,65.0,First-Time,Personal,First,BLR-CCU,Website,3632,57,79.0,"₹34,801",4,2.0,3,Delayed,Satisfied
AXP100612,Lori Dawson,M,75.0,First-Time,Business,Economy,HYD-COK,Travel Agent,1480,153,161.0,"₹14,083",1,3.0,3,On Time,Dissatisfied
AXP100613,Melanie Johnson,female,57.0,First-Time,Business,Business,COK-HYD,Mobile App,2560,108,159.0,"₹37,421",4,1.0,2,Cancelled,Satisfied
AXP100614,Matthew Jones,Female,45.0,Returning,Personal,First,CCU-DEL,Mobile App,775,147,88.0,"₹34,591",5,4.0,5,On Time,Satisfied
AXP100615,Pedro Mcpherson,Male,34.0,First-Time,Business,Business ,CCU-AMD,Corporate Portal,1507,115,65.0,"₹14,494",5,3.0,4,On Time,Dissatisfied
AXP100616,Nicole Osborne,F,32.0,First-Time,Education, Economy,CCU-BLR,Website,3392,86,11.0,"₹34,719",2,1.0,3,On Time,Satisfied
AXP100617,Savannah Castillo,M,71.0,Returning,Personal,Business ,PNQ-MAA,Travel Agent,3378,9,167.0,"₹27,895",1,5.0,3,On Time,Satisfied
AXP100618,Molly Walton,female,78.0,First-Time,Medical,Business,HYD-DEL,Mobile App,2934,58,72.0,"₹3,932",5,2.0,4,Delayed,Satisfied
AXP100619,Joshua Perry,Female,34.0,Returning,Personal,Business ,COK-DEL,Website,2412,40,75.0,"₹7,243",3,1.0,3,On Time,Neutral
AXP100620,John Jones,M,43.0,First-Time,Business,Economy,HYD-GOI,Corporate Portal,2552,104,89.0,"₹25,437",1,2.0,2,Cancelled,Neutral
AXP100621,Edward Smith,female,73.0,First-Time,Education,Business,BLR-BLR,Travel Agent,3768,132,9.0,"₹17,734",1,5.0,2,Cancelled,Satisfied
AXP100622,Jacqueline Anthony,Male,70.0,Returning,Education, Economy,CCU-HYD,Mobile App,1855,121,95.0,"₹23,270",5,1.0,4,On Time,Neutral
AXP100623,Rebecca Johnson,Male,41.0,First-Time,Medical, Economy,BOM-GOI,Corporate Portal,1779,144,175.0,"₹16,528",3,4.0,3,Cancelled,Dissatisfied
AXP100624,Brett Munoz,F,52.0,Returning,Personal, Economy,HYD-DEL,Corporate Portal,2403,21,19.0,"₹17,700",2,3.0,3,On Time,Neutral
AXP100625,Scott Brown,M,41.0,Returning,Business,Economy,AMD-HYD,Corporate Portal,1590,97,38.0,"₹12,836",5,1.0,5,Cancelled,Dissatisfied
AXP100626,Susan Scott,Female,68.0,Returning,Medical, Economy,GOI-HYD,Website,1942,168,59.0,"₹21,239",3,5.0,3,On Time,Dissatisfied
AXP100627,David Garza,Female,77.0,First-Time,Personal,Business ,HYD-CCU,Travel Agent,2125,67,65.0,"₹42,887",1,1.0,2,On Time,Satisfied
AXP100628,Daniel Smith,male,38.0,Returning,Business,Business ,BOM-GOI,Travel Agent,819,138,64.0,"₹10,837",3,2.0,1,On Time,Dissatisfied
AXP100629,Stephanie Jackson,Female,78.0,Returning,Business,Business,BLR-MAA,Travel Agent,1474,55,178.0,"₹15,906",1,1.0,1,Delayed,Neutral
AXP100630,Gregory Bell,F,24.0,Returning,Education, Economy,BOM-BOM,Mobile App,1156,178,123.0,"₹26,363",5,4.0,1,On Time,Satisfied
AXP100631,Michael Hernandez,Male,27.0,Returning,Education,Economy,AMD-MAA,Corporate Portal,2139,148,163.0,"₹35,688",5,1.0,1,On Time,Satisfied
AXP100632,William Daugherty,Female,68.0,Returning,Education,First,BOM-DEL,Travel Agent,4153,98,151.0,"₹33,102",4,3.0,3,Delayed,Neutral
AXP100633,Alicia Wall,male,16.0,Returning,Business,Business ,BLR-BOM,Mobile App,2581,75,154.0,"₹40,316",4,1.0,3,Cancelled,Dissatisfied
AXP100634,Stacy Nash,F,73.0,First-Time,Personal,Business,BLR-CCU,Mobile App,1168,25,129.0,"₹44,853",4,2.0,5,Cancelled,Neutral
AXP100635,Steven Chen,female,73.0,Returning,Personal,Business ,HYD-GOI,Travel Agent,1516,114,158.0,"₹3,799",5,1.0,3,Delayed,Satisfied
AXP100636,Kristine Davenport,F,16.0,First-Time,Personal,Business ,CCU-BLR,Mobile App,1243,146,56.0,"₹37,348",2,4.0,1,Cancelled,Dissatisfied
AXP100637,Victor Haynes,F,62.0,Returning,Medical,Business,BOM-MAA,Corporate Portal,481,108,77.0,"₹17,966",5,5.0,4,Delayed,Dissatisfied
AXP100638,Matthew Marshall,F,49.0,First-Time,Medical,Business ,BLR-BOM,Mobile App,3044,46,193.0,"₹16,273",3,1.0,4,Cancelled,Dissatisfied
AXP100639,Michael Rodriguez,F,47.0,First-Time,Education,Business ,PNQ-AMD,Travel Agent,1258,70,28.0,"₹26,826",5,1.0,2,Cancelled,Satisfied
AXP100640,Noah Mendez,F,77.0,First-Time,Education,Economy,DEL-DEL,Travel Agent,4493,153,14.0,"₹5,152",5,3.0,2,Delayed,Neutral
AXP100641,John Jones,Male,69.0,Returning,Personal,First,COK-COK,Website,2732,39,11.0,"₹29,115",1,4.0,3,On Time,Dissatisfied
AXP100642,David Bullock,Male,63.0,First-Time,Education,Business,CCU-AMD,Travel Agent,4028,132,100.0,"₹44,051",1,5.0,4,Delayed,Satisfied
AXP100643,Jordan Brown,male,40.0,Returning,Personal,Business,GOI-DEL,Corporate Portal,1208,148,155.0,"₹9,477",1,2.0,1,Delayed,Dissatisfied
AXP100644,Eric Garcia,Female,55.0,Returning,Personal, Economy,COK-AMD,Mobile App,1429,131,83.0,"₹24,595",5,1.0,1,Delayed,Neutral
AXP100645,Carlos Rodriguez,female,60.0,Returning,Medical,First,HYD-GOI,Corporate Portal,1235,22,124.0,"₹36,254",2,5.0,1,Cancelled,Satisfied
AXP100646,Timothy Compton,M,68.0,First-Time,Personal,Business ,BLR-AMD,Corporate Portal,4785,105,102.0,"₹7,403",3,2.0,3,On Time,Neutral
AXP100647,Christopher Barrett,Male,16.0,First-Time,Education,Economy,MAA-COK,Website,475,83,23.0,"₹20,791",3,4.0,3,Cancelled,Neutral
AXP100648,Juan Reyes,M,31.0,Returning,Personal, Economy,BLR-BLR,Mobile App,2940,142,148.0,"₹39,260",2,4.0,5,On Time,Dissatisfied
AXP100649,Lisa Mendoza,male,76.0,Returning,Education,Business,COK-PNQ,Corporate Portal,2489,115,137.0,"₹38,045",2,5.0,1,Cancelled,Satisfied
AXP100650,Robert Scott,Female,54.0,First-Time,Personal,First,PNQ-DEL,Travel Agent,1439,108,109.0,"₹38,240",3,2.0,1,Cancelled,Dissatisfied
AXP100651,Alan Turner,Male,79.0,Returning,Business,Economy,COK-COK,Travel Agent,325,135,77.0,"₹8,206",4,4.0,3,Delayed,Neutral
AXP100652,Tony Cook,female,78.0,First-Time,Medical,Business,DEL-DEL,Corporate Portal,4265,40,100.0,"₹6,668",1,5.0,3,Delayed,Neutral
AXP100653,Aaron Stewart,Male,20.0,Returning,Medical,Business ,CCU-GOI,Travel Agent,4512,111,145.0,"₹32,270",1,4.0,5,On Time,Neutral
AXP100654,Nicholas Martin,female,37.0,Returning,Personal, Economy,BOM-DEL,Corporate Portal,4068,146,141.0,"₹40,139",3,4.0,5,On Time,Dissatisfied
AXP100655,Alexis Rogers,female,44.0,First-Time,Education,First,BOM-MAA,Corporate Portal,1408,111,161.0,"₹37,271",2,4.0,2,On Time,Neutral
AXP100656,Valerie Barry,Female,70.0,Returning,Personal, Economy,GOI-GOI,Corporate Portal,3449,102,127.0,"₹19,251",4,3.0,4,On Time,Neutral
AXP100657,Barry Reese,Female,18.0,First-Time,Medical,Business ,AMD-CCU,Corporate Portal,1118,45,57.0,"₹19,036",3,2.0,1,Delayed,Dissatisfied
AXP100658,Michael Sharp,female,27.0,Returning,Education,Business ,PNQ-GOI,Corporate Portal,4123,155,75.0,"₹19,781",1,5.0,1,Delayed,Dissatisfied
AXP100659,David Valdez,M,41.0,First-Time,Business,Business,AMD-MAA,Website,4603,67,149.0,"₹14,972",5,5.0,5,Cancelled,Neutral
AXP100660,Christine Lara,M,31.0,Returning,Business, Economy,COK-AMD,Website,2169,121,197.0,"₹19,062",2,2.0,5,On Time,Neutral
AXP100661,Paul Beard,Female,66.0,Returning,Education, Economy,GOI-PNQ,Corporate Portal,2993,14,35.0,"₹17,964",5,2.0,2,Cancelled,Satisfied
AXP100662,Robert Miller,Male,52.0,First-Time,Personal, Economy,DEL-DEL,Website,1091,164,172.0,"₹32,888",3,2.0,4,Delayed,Neutral
AXP100663,Melissa Wang,F,37.0,First-Time,Medical, Economy,AMD-HYD,Mobile App,4670,128,163.0,"₹14,628",1,2.0,2,On Time,Dissatisfied
AXP100664,Thomas Swanson,male,72.0,First-Time,Education,Economy,PNQ-COK,Travel Agent,2233,110,21.0,"₹5,636",4,1.0,4,Cancelled,Neutral
AXP100665,Patricia Owens,male,44.0,Returning,Personal,Business,HYD-PNQ,Mobile App,1564,23,126.0,"₹42,920",5,5.0,1,Cancelled,Satisfied
AXP100666,Pamela Park,M,29.0,Returning,Education,First,CCU-COK,Travel Agent,328,26,,"₹20,417",4,1.0,2,Delayed,Satisfied
AXP100667,Aaron Howard,Female,43.0,First-Time,Education,Economy,PNQ-PNQ,Mobile App,1214,39,188.0,"₹39,174",1,4.0,5,On Time,Neutral
AXP100668,Dominic Roman,Male,20.0,First-Time,Medical, Economy,DEL-CCU,Travel Agent,1999,163,99.0,"₹21,184",5,4.0,2,Cancelled,Satisfied
AXP100669,Ricky Mendoza,Male,62.0,Returning,Business,Business ,PNQ-CCU,Website,4812,23,183.0,"₹8,987",4,5.0,2,Cancelled,Dissatisfied
AXP100670,Brenda Mays,M,64.0,First-Time,Business,Business ,MAA-CCU,Corporate Portal,1718,23,95.0,"₹15,452",4,4.0,1,On Time,Satisfied
AXP100671,Andrew Johnson,M,,Returning,Business, Economy,BOM-COK,Mobile App,4381,3,160.0,"₹7,172",5,2.0,5,Delayed,Satisfied
AXP100672,Jasmine Chavez,F,61.0,First-Time,Business,Economy,DEL-DEL,Corporate Portal,1398,66,172.0,"₹11,686",1,1.0,5,Cancelled,Satisfied
AXP100673,Diana Collins,female,77.0,First-Time,Medical,Economy,DEL-DEL,Website,4073,33,163.0,"₹37,246",4,2.0,3,Delayed,Satisfied
AXP100674,Rebecca Church,male,67.0,Returning,Personal,Business,PNQ-DEL,Corporate Portal,2674,176,147.0,"₹22,841",3,4.0,3,Cancelled,Dissatisfied
AXP100675,Brad Fry,male,20.0,Returning,Education,Business ,CCU-BOM,Corporate Portal,3685,115,17.0,"₹6,988",5,1.0,3,Cancelled,Satisfied
AXP100676,Kendra Watson,male,27.0,Returning,Medical, Economy,AMD-BLR,Website,4249,22,37.0,"₹16,613",2,2.0,1,Cancelled,Satisfied
AXP100677,Michael Smith,M,31.0,First-Time,Business,Economy,GOI-AMD,Website,3919,108,194.0,"₹17,915",2,5.0,2,Cancelled,Satisfied
AXP100678,Brittany Smith,F,41.0,Returning,Business,Economy,AMD-CCU,Website,502,68,150.0,"₹18,986",1,2.0,5,On Time,Neutral
AXP100679,Shane Ramirez,female,41.0,Returning,Medical,First,DEL-PNQ,Travel Agent,4152,94,108.0,"₹41,382",3,4.0,5,Cancelled,Satisfied
AXP100680,Caitlin Johnson,Female,63.0,Returning,Education,Business,CCU-PNQ,Website,4883,61,122.0,"₹41,094",4,,2,Delayed,Satisfied
AXP100681,Ashley Cooper,M,,First-Time,Medical,First,BLR-MAA,Travel Agent,1186,168,143.0,"₹34,279",2,5.0,5,Cancelled,Dissatisfied
AXP100682,Jennifer Miller,F,54.0,First-Time,Education,Business ,GOI-MAA,Website,2063,56,186.0,"₹33,426",1,1.0,2,Delayed,Satisfied
AXP100683,Patrick Murphy,M,51.0,First-Time,Medical, Economy,CCU-DEL,Travel Agent,4640,53,196.0,"₹9,440",3,5.0,1,Delayed,Neutral
AXP100684,Stuart Palmer,Female,48.0,First-Time,Personal,Business ,GOI-AMD,Corporate Portal,3272,69,195.0,"₹38,188",3,1.0,1,Delayed,Neutral
AXP100685,Bryce Valentine,Female,77.0,Returning,Business, Economy,HYD-BOM,Travel Agent,3324,100,148.0,"₹6,347",1,4.0,1,Cancelled,Dissatisfied
AXP100686,Megan Knight,F,45.0,Returning,Personal,Economy,COK-HYD,Website,1527,56,103.0,"₹23,896",1,5.0,2,Delayed,Neutral
AXP100687,Matthew Simmons,Male,52.0,First-Time,Medical,Economy,DEL-CCU,Website,2608,137,197.0,"₹44,543",4,3.0,2,Delayed,Dissatisfied
AXP100688,Latoya Green,Female,38.0,First-Time,Personal, Economy,AMD-CCU,Website,3873,167,139.0,"₹7,787",1,1.0,4,Delayed,Satisfied
AXP100689,Sandra Patton,Female,,First-Time,Education,Business ,DEL-MAA,Mobile App,3491,134,143.0,"₹15,872",4,1.0,5,Delayed,Dissatisfied
AXP100690,Christina Lyons,female,25.0,First-Time,Medical,Business ,GOI-HYD,Mobile App,4233,102,80.0,"₹34,345",4,2.0,5,Delayed,Neutral
AXP100691,Michael Wilson,Female,69.0,Returning,Education,Business,PNQ-AMD,Corporate Portal,903,165,86.0,"₹10,628",5,5.0,4,Delayed,Neutral
AXP100692,Jacob Pennington,Female,20.0,First-Time,Personal,First,GOI-GOI,Mobile App,774,84,,"₹31,960",3,3.0,4,Cancelled,Neutral
AXP100693,Rebecca Meza,female,51.0,Returning,Business, Economy,AMD-BLR,Mobile App,3432,60,60.0,"₹8,464",3,4.0,1,Cancelled,Satisfied
AXP100694,Anna Cervantes,Male,49.0,First-Time,Medical,Business ,GOI-MAA,Mobile App,4983,2,198.0,"₹34,197",3,2.0,4,On Time,Dissatisfied
AXP100695,Brittany Price,male,67.0,First-Time,Education,Economy,BLR-BOM,Travel Agent,2832,127,45.0,"₹15,936",5,3.0,2,On Time,Dissatisfied
